cause,effect,lag_weeks,f_stat,p_value,n,q_value_fdr,pass_fdr_05
电子,纺织业,3,24.471862044741073,6.672440377997191e-13,154,2.0417667556671404e-10,True
电子,制造业,3,22.18203469434921,6.623812609518609e-12,154,1.0134433292563472e-09,True
纺织业,非金属矿物制品业,4,16.113961557832024,6.305922450877688e-11,153,6.432040899895242e-09,True
纺织业,制造业,1,47.491444444890206,1.353885892285689e-10,156,1.035722707598552e-08,True
纺织业,工业,1,43.616755486905774,6.215268300024945e-10,156,3.8037441996152664e-08,True
纺织业,电子,3,17.50347179804279,9.041528636899443e-10,154,4.611179604818716e-08,True
电子,工业,3,17.137072199002812,1.3469935167265135e-09,154,5.8882859445473305e-08,True
制造业,纺织业,1,39.31621778278,3.507396484359049e-09,156,1.3415791552673362e-07,True
工业,纺织业,1,37.49402867528495,7.396767753853339e-09,156,2.27051655277144e-07,True
纺织业,大工业电量,3,15.589782477596787,7.419988734547189e-09,154,2.27051655277144e-07,True
大工业电量,纺织业,1,36.49913921671127,1.1154193124696121e-08,156,2.9356216657561163e-07,True
制造业,电子,3,15.196913222922731,1.1512241826494574e-08,154,2.9356216657561163e-07,True
工业,电子,3,13.821630964624998,5.4626668077872864e-08,154,1.2858277255253151e-06,True
电子,大工业电量,1,32.33490039987565,6.394587170888144e-08,156,1.3976740530655514e-06,True
纺织业,非普工业,2,17.88259438736162,1.0827281704539615e-07,155,2.2087654677260814e-06,True
信息传输,非普工业,1,29.121453821871867,2.5384727475596947e-07,156,4.7738558206500414e-06,True
电子,非普工业,1,29.02042965707631,2.6521421225833564e-07,156,4.7738558206500414e-06,True
大工业电量,电子,3,12.18202455536524,3.640804332460945e-07,154,6.189367365183607e-06,True
非普工业,电子,3,11.696841108985797,6.43718865211973e-07,154,1.0080352347241473e-05,True
黑色金属冶炼,非金属矿物制品业,3,11.677136101068642,6.588465586432335e-07,154,1.0080352347241473e-05,True
交通仓储和邮政业,非普工业,1,26.68158971420576,7.372050424558907e-07,156,1.0742130618642978e-05,True
农业,非普工业,1,23.180100139909857,3.5126523661999087e-06,156,4.8857801093507824e-05,True
信息传输,纺织业,1,22.54016793534446,4.692255806570955e-06,156,6.242740333959618e-05,True
商业用电,非普工业,1,22.340642640593778,5.136987478393529e-06,156,6.549659034951749e-05,True
合计,非普工业,1,21.984859126864272,6.039174375804812e-06,156,7.39194943598509e-05,True
信息传输,非金属矿物制品业,1,20.43380053562536,1.2288948881833406e-05,156,0.00014066704469883895,True
交通仓储和邮政业,纺织业,1,20.412212834970934,1.241179806166226e-05,156,0.00014066704469883895,True
批发和零售业,非普工业,1,20.21134362876882,1.3616504562219411e-05,156,0.00014880894271568357,True
合计,纺织业,1,20.07750471744189,1.4484591000174518e-05,156,0.00015283740848460008,True
交通仓储和邮政业,非金属矿物制品业,1,19.902160863602894,1.57077054327992e-05,156,0.00016021859541455187,True
石化,非普工业,1,18.685814797186215,2.7649317423050768e-05,156,0.00026518780689014065,True
黑色金属冶炼,电子,1,18.67768065601544,2.775458294701494e-05,156,0.00026518780689014065,True
批发和零售业,纺织业,1,18.613567610390884,2.859868505677987e-05,156,0.00026518780689014065,True
石化,纺织业,1,18.45814400177675,3.0755057098930116e-05,156,0.00027679551389037105,True
非金属矿物制品业,纺织业,4,6.888804640563772,4.2088800850104136e-05,153,0.0003679763731466247,True
化学制品制造业,纺织业,1,17.592296295126193,4.618844968118374e-05,156,0.0003926018222900618,True
商业用电,纺织业,1,17.296865635502144,5.309929081687148e-05,156,0.00043274148913399903,True
化学制品制造业,非普工业,1,17.271521225644914,5.373913917350315e-05,156,0.00043274148913399903,True
农业,非金属矿物制品业,1,16.358179230526467,8.289239619263533e-05,156,0.0006480847274366152,True
农业,纺织业,1,16.312487556550057,8.471695783485167e-05,156,0.0006480847274366152,True
交通仓储和邮政业,黑色金属冶炼,1,16.18435733000984,9.005474921153223e-05,156,0.0006721159331397283,True
石化,非金属矿物制品业,1,16.04746459342818,9.613709656930425e-05,156,0.0007004274178620738,True
信息传输,黑色金属冶炼,1,15.823913968479149,0.00010698389270968889,156,0.0007613272364922046,True
农业,黑色金属冶炼,1,15.302900182645265,0.00013736897770533218,156,0.0009553387994961738,True
非普工业,纺织业,1,15.118419949961963,0.00015012593222962778,156,0.001020856339161469,True
信息传输,制造业,1,15.005140792685363,0.0001585515112600966,156,0.0010547122270780339,True
黑色金属冶炼,非普工业,2,9.21151475373536,0.00016855196016718477,155,0.0010973808470459263,True
电子,非金属矿物制品业,1,14.57776636719414,0.0001949250031931804,156,0.001242646895356525,True
居民生活,非普工业,1,14.505664823252026,0.00020185340402467666,156,0.0012476404771157856,True
批发和零售业,黑色金属冶炼,1,14.46137793113876,0.00020623303139399862,156,0.0012476404771157856,True
黑色金属冶炼,工业,3,6.954269151756626,0.0002079400795192976,154,0.0012476404771157856,True
大工业电量,制造业,1,14.301700681373879,0.0002228447427914393,156,0.001311355601811162,True
住宿和餐饮业,非普工业,1,14.245318848102734,0.00022903112550742843,156,0.0013223306491560963,True
批发和零售业,非金属矿物制品业,1,14.158918948319336,0.00023885299969639284,156,0.0013304180779016728,True
商业用电,非金属矿物制品业,1,14.156557211963358,0.00023912743230258826,156,0.0013304180779016728,True
化学制品制造业,非金属矿物制品业,1,13.863985495292793,0.000275738724191954,156,0.001506715171477463,True
黑色金属冶炼,制造业,2,8.638743898551411,0.00028121087590871063,155,0.0015096583864572886,True
商业用电,黑色金属冶炼,1,13.29878770700703,0.00036351984998894693,156,0.0019121064233565005,True
黑色金属冶炼,大工业电量,3,6.499754252909299,0.00036867411430729913,154,0.0019121064233565005,True
制造业,非金属矿物制品业,4,5.436518979905312,0.0004179796665143565,153,0.002131696299223218,True
信息传输,工业,1,12.871029925436464,0.00044857142799670235,156,0.002250210769950671,True
制造业,大工业电量,1,12.785553459566833,0.0004678698925281166,156,0.0023091643082839303,True
电子,黑色金属冶炼,1,11.895457759033258,0.0007271466969491769,156,0.0035318553851817164,True
住宿和餐饮业,纺织业,4,5.0743449744163325,0.0007449131146050059,153,0.0035616158292051843,True
制造业,工业,1,11.808685362208273,0.0007592605039876688,156,0.003574364834157333,True
纺织业,合计,1,11.726133322486975,0.0007911589637427108,156,0.0036681006500798407,True
交通仓储和邮政业,制造业,1,11.5974801509475,0.0008436284382737913,156,0.0038529895837579125,True
居民生活,非金属矿物制品业,1,11.057362257806309,0.001105816658851011,156,0.0049761749648295495,True
石化,黑色金属冶炼,1,10.863088321065035,0.0012193874158109574,156,0.0054077181049007675,True
工业,制造业,1,10.687819055274712,0.001332087034090268,156,0.005823123320451743,True
化学制品制造业,黑色金属冶炼,1,10.566772665151285,0.0014161028499185546,156,0.006103203832043348,True
石化,制造业,1,10.491105430719474,0.0014713613508614554,156,0.006253285741161185,True
合计,黑色金属冶炼,1,10.390549197261246,0.0015482337270178448,156,0.006489856444759733,True
住宿和餐饮业,黑色金属冶炼,1,10.299162100874074,0.0016216656170463528,156,0.006705806470488972,True
交通仓储和邮政业,工业,1,10.059264236579674,0.001831902206210323,156,0.007474161001338118,True
信息传输,大工业电量,1,9.948897163223203,0.0019378204358635465,156,0.007802277018082174,True
非金属矿物制品业,电子,3,5.1368872998709305,0.0020873758086026317,154,0.008295285680940328,True
大工业电量,工业,1,9.746115086934203,0.002149106769050002,156,0.00843111117088847,True
化学制品制造业,制造业,1,9.560841599220137,0.002362809511219921,156,0.009152148233332859,True
非普工业,非金属矿物制品业,2,6.26000029546773,0.00244812329633326,155,0.00936407160847472,True
大工业电量,非普工业,1,9.401997756083766,0.0025633580575629145,156,0.009683797106348788,True
住宿和餐饮业,非金属矿物制品业,1,9.36008179564957,0.002619138785718733,156,0.009773859371096736,True
黑色金属冶炼,纺织业,2,6.11637278948654,0.002795474727395053,155,0.010306208031119111,True
非普工业,批发和零售业,2,5.901613753128184,0.0034104046210051697,155,0.01242361683366169,True
农业,制造业,1,8.790476389868358,0.0035136689342559757,156,0.012649208163321513,True
合计,非金属矿物制品业,1,8.455065913456465,0.004182164455900139,156,0.01478201345710358,True
居民生活,纺织业,1,8.445644295148085,0.004202729316235332,156,0.01478201345710358,True
石化,工业,1,8.102715980886604,0.005026726923510583,156,0.01747930043857089,True
工业,大工业电量,1,7.981991090815802,0.005355001522192704,156,0.01841157826731424,True
商业用电,制造业,1,7.92954400791449,0.005504429591598137,156,0.018700871893767197,True
交通仓储和邮政业,大工业电量,1,7.909944050899056,0.005561370399780441,156,0.018700871893767197,True
居民生活,黑色金属冶炼,1,7.749481150853492,0.006051014693838286,156,0.020126201046896906,True
工业,非金属矿物制品业,4,3.7503139432708967,0.0062081528614886805,153,0.02042682554425308,True
农业,工业,1,7.319186378951547,0.007596239584866771,156,0.024728184180523742,True
化学制品制造业,工业,1,7.2974760438630595,0.007684259617714573,156,0.024751404663375363,True
批发和零售业,制造业,1,7.207868221562972,0.00805886726555538,156,0.02568763940895778,True
合计,制造业,1,7.079627981671425,0.008628148443440842,156,0.027218695089617502,True
合计,商业用电,3,4.000833721120705,0.008984014638490634,154,0.028052127340593206,True
工业,非普工业,1,6.88110093095701,0.009592897265202738,156,0.029650773365172096,True
商业用电,工业,1,6.817001745160086,0.009927729254059159,156,0.030206028759124103,True
合计,批发和零售业,3,3.9199918260328417,0.009969963740756649,154,0.030206028759124103,True
非普工业,大工业电量,2,4.617463277599959,0.011323209324945016,155,0.03396962797483505,True
非普工业,工业,2,4.587423486376419,0.01164826796945373,155,0.034605533967503314,True
纺织业,批发和零售业,1,6.493565254760179,0.011812019386601924,156,0.03475459550288643,True
制造业,非普工业,2,4.467987961359397,0.013037023719157603,155,0.037993611981545015,True
信息传输,合计,1,6.208837113125707,0.01377794727210202,156,0.03977407420059639,True
大工业电量,非金属矿物制品业,4,3.2238919160129313,0.014391317593353548,153,0.04115647835108585,True
合计,电子,3,3.602033248471332,0.015017275989975709,154,0.04254894863826451,True
石化,大工业电量,1,5.992002962696823,0.015501731089474946,156,0.04351862122366361,True
批发和零售业,工业,1,5.96590509797929,0.01572384985341435,156,0.04374089141040719,True
住宿和餐饮业,制造业,3,3.472099811288154,0.017753244911593358,154,0.048941377864392496,True
非普工业,商业用电,2,4.126216564257503,0.01801211571538608,155,0.049211673293822686,True
化学制品制造业,石化,4,3.0486633320134477,0.01901420169671786,153,0.051489785125625354,False
非普工业,合计,1,5.471498586311902,0.020622121341798638,156,0.0553541151806174,False
非普工业,黑色金属冶炼,2,3.964533581139829,0.020998543335535746,155,0.05587438487542555,False
制造业,批发和零售业,2,3.9394629539794996,0.021504640943576625,155,0.056503670621926044,False
非普工业,制造业,2,3.9345944696179047,0.02160434464955996,155,0.056503670621926044,False
石化,化学制品制造业,4,2.9307116073237305,0.02292335738405793,153,0.059341141649628754,False
化学制品制造业,大工业电量,1,5.268212276736903,0.02307711064152229,156,0.059341141649628754,False
合计,工业,1,5.239152901137835,0.02345230469997328,156,0.05980337698493187,False
农业,大工业电量,1,5.194538445536974,0.024040830664122437,156,0.060797472588607154,False
纺织业,化学制品制造业,4,2.862383547926152,0.025539708176247067,153,0.06405861231091478,False
工业,批发和零售业,2,3.742060508195132,0.02594696814337194,155,0.06455099391765702,False
商业用电,大工业电量,1,4.822365236898315,0.02959822378916921,156,0.07304077806036918,False
制造业,合计,1,4.805472290828863,0.02988052331201252,156,0.07314752106780666,False
住宿和餐饮业,工业,3,3.0170815644576376,0.03188090125502818,154,0.07742504590506843,False
大工业电量,黑色金属冶炼,1,4.479928002263795,0.03591319474228416,156,0.08653100465463742,False
大工业电量,批发和零售业,2,3.344320046721786,0.037934213185519594,155,0.09068647839663278,False
批发和零售业,大工业电量,1,4.211608806597594,0.04185246820387223,156,0.09897963013456033,False
交通仓储和邮政业,合计,1,4.2033859773259294,0.042050169665009296,156,0.09897963013456033,False
农业,化学制品制造业,4,2.515009461673214,0.044097423944179925,153,0.1030061963886951,False
纺织业,黑色金属冶炼,3,2.7097330266695185,0.04728728346979427,154,0.10962052077088671,False
居民生活,住宿和餐饮业,1,3.978433541465447,0.04786268016247208,156,0.11012015135125157,False
住宿和餐饮业,大工业电量,3,2.693941841207812,0.048252904672068664,154,0.11018946887800754,False
住宿和餐饮业,电子,4,2.4294555450102497,0.05039463638731001,153,0.11422784247790269,False
居民生活,制造业,1,3.84538468628708,0.05169875087373588,156,0.11604956426224307,False
交通仓储和邮政业,化学制品制造业,4,2.409845243537756,0.05195683105858595,153,0.11604956426224307,False
大工业电量,化学制品制造业,4,2.4026891198639744,0.05253853738172398,153,0.11649849593338794,False
工业,合计,1,3.682957838159853,0.056832841684576474,156,0.12472045909821869,False
工业,黑色金属冶炼,3,2.5628069206249258,0.05706164795343338,154,0.12472045909821869,False
批发和零售业,化学制品制造业,4,2.32002462769204,0.05973347875262536,153,0.12963435814399546,False
农业,合计,1,3.5832777085437706,0.06025225341371554,156,0.1298393629901194,False
工业,化学制品制造业,4,2.2859630531769395,0.06296804294703084,153,0.13474280518735274,False
非金属矿物制品业,化学制品制造业,4,2.2781101692297754,0.06373745148059573,153,0.13544208439626593,False
制造业,化学制品制造业,4,2.2679576554450307,0.06474564739399868,153,0.1366356420866455,False
黑色金属冶炼,合计,1,3.354376955227589,0.06897152029815556,156,0.14455674802216167,False
制造业,黑色金属冶炼,3,2.3541468669476693,0.0744477354324331,154,0.15497283702261583,False
居民生活,工业,1,3.208673890237218,0.07522557846124889,156,0.15553396627798757,False
合计,化学制品制造业,4,2.1576752154181174,0.0767370148155212,153,0.1570145073161449,False
信息传输,交通仓储和邮政业,1,3.17041440771606,0.07696789574320828,156,0.1570145073161449,False
商业用电,合计,3,2.3002347864213197,0.07972759042104283,154,0.16156716999231197,False
非普工业,化学制品制造业,4,2.0939365132902488,0.08461291639172863,153,0.17033916063071686,False
黑色金属冶炼,批发和零售业,1,2.9582266670128083,0.08746360524882657,156,0.17389273402428151,False
住宿和餐饮业,化学制品制造业,4,2.071878758776366,0.08751464392071684,153,0.17389273402428151,False
合计,大工业电量,1,2.7839412238018326,0.0972587642595909,156,0.19091228862398354,False
纺织业,商业用电,2,2.3662302603551524,0.09732783341614848,155,0.19091228862398354,False
信息传输,住宿和餐饮业,1,2.7597899647790243,0.0987086881096525,156,0.19238763415002333,False
制造业,商业用电,2,2.343529089794958,0.09949377657643343,155,0.192690478686004,False
商业用电,化学制品制造业,4,1.9647884519875478,0.1030059212748885,153,0.19797002564125438,False
大工业电量,合计,1,2.682462362218098,0.10351373889738791,156,0.19797002564125438,False
黑色金属冶炼,化学制品制造业,4,1.956440487509859,0.10431736983103201,153,0.1982677960763714,False
工业,商业用电,2,2.2849864789359944,0.1053075740851458,155,0.19891430660527537,False
非金属矿物制品业,黑色金属冶炼,3,1.9822207186163392,0.11918010462523887,154,0.2237368835295895,False
合计,交通仓储和邮政业,1,2.4177643628448333,0.12203212942931141,156,0.2276940951546908,False
住宿和餐饮业,交通仓储和邮政业,4,1.8152346840525309,0.12904311205800423,153,0.2393163169075715,False
合计,住宿和餐饮业,1,2.2666504216825176,0.13424703010914418,156,0.24746741694818142,False
非金属矿物制品业,批发和零售业,2,2.0005990463381034,0.13884714763416617,155,0.25441453398835234,False
大工业电量,商业用电,2,1.9803730602452747,0.14160999163168442,155,0.2579324847577109,False
